ubigeo,departamento,provincia,distrito,n_ipress,total_atenciones,total_atendidos
200701,PIURA,TALARA,PARIÑAS,5,84738.0,78156.0
200706,PIURA,TALARA,MANCORA,1,52.0,52.0
200801,PIURA,SECHURA,SECHURA,1,298.0,296.0
200803,PIURA,SECHURA,BERNAL,1,35101.0,14299.0
210101,PUNO,PUNO,PUNO,12,162619.0,63897.0
210102,PUNO,PUNO,ACORA,2,1301.0,1277.0
210201,PUNO,AZANGARO,AZANGARO,1,4642.0,4399.0
210301,PUNO,CARABAYA,MACUSANI,1,8399.0,4701.0
210303,PUNO,CARABAYA,AYAPATA,1,57.0,57.0
210309,PUNO,CARABAYA,SAN GABAN,1,205.0,205.0
210401,PUNO,CHUCUITO,JULI,2,2227.0,1986.0
210402,PUNO,CHUCUITO,DESAGUADERO,1,19535.0,4428.0
210501,PUNO,EL COLLAO,ILAVE,1,4604.0,4365.0
210601,PUNO,HUANCANE,HUANCANE,1,2608.0,2608.0
210607,PUNO,HUANCANE,TARACO,1,251.0,248.0
210608,PUNO,HUANCANE,VILQUE CHICO,1,35752.0,13479.0
210701,PUNO,LAMPA,LAMPA,2,3579.0,2331.0
210801,PUNO,MELGAR,AYAVIRI,1,5153.0,4603.0
211001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,1,1803.0,1803.0
211101,PUNO,SAN ROMAN,JULIACA,8,83723.0,78411.0
211201,PUNO,SANDIA,SANDIA,1,1169.0,1049.0
211301,PUNO,YUNGUYO,YUNGUYO,1,3521.0,2291.0
220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,20,126638.0,53246.0
220102,SAN MARTIN,MOYOBAMBA,CALZADA,2,4004.0,1590.0
220103,SAN MARTIN,MOYOBAMBA,HABANA,1,955.0,614.0
220104,SAN MARTIN,MOYOBAMBA,JEPELACIO,11,3340.0,2030.0
220105,SAN MARTIN,MOYOBAMBA,SORITOR,5,5477.0,3450.0
220106,SAN MARTIN,MOYOBAMBA,YANTALO,2,2751.0,1756.0
220201,SAN MARTIN,BELLAVISTA,BELLAVISTA,1,19060.0,10081.0
220203,SAN MARTIN,BELLAVISTA,BAJO BIAVO,3,210.0,175.0
220205,SAN MARTIN,BELLAVISTA,SAN PABLO,6,2131.0,1991.0
220206,SAN MARTIN,BELLAVISTA,SAN RAFAEL,1,5.0,5.0
220301,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,1,2786.0,2449.0
220302,SAN MARTIN,EL DORADO,AGUA BLANCA,1,1.0,1.0
220303,SAN MARTIN,EL DORADO,SAN MARTIN,3,1269.0,1214.0
220304,SAN MARTIN,EL DORADO,SANTA ROSA,2,178.0,174.0
220305,SAN MARTIN,EL DORADO,SHATOJA,1,45.0,45.0
220401,SAN MARTIN,HUALLAGA,SAPOSOA,10,7521.0,5489.0
220402,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,3,935.0,724.0
220403,SAN MARTIN,HUALLAGA,EL ESLABON,2,1091.0,762.0
220404,SAN MARTIN,HUALLAGA,PISCOYACU,2,686.0,503.0
220405,SAN MARTIN,HUALLAGA,SACANCHE,2,1003.0,722.0
220501,SAN MARTIN,LAMAS,LAMAS,1,11545.0,6179.0
220502,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,4,3292.0,2024.0
220503,SAN MARTIN,LAMAS,BARRANQUITA,1,809.0,782.0
220504,SAN MARTIN,LAMAS,CAYNARACHI,3,1916.0,1792.0
220505,SAN MARTIN,LAMAS,CUÑUMBUQUI,1,1040.0,1004.0
220510,SAN MARTIN,LAMAS,TABALOSOS,2,4562.0,2023.0
220601,SAN MARTIN,MARISCAL CACERES,JUANJUI,3,40760.0,25919.0
220602,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,1,20.0,20.0
220603,SAN MARTIN,MARISCAL CACERES,HUICUNGO,5,643.0,612.0
220604,SAN MARTIN,MARISCAL CACERES,PACHIZA,4,242.0,236.0
220605,SAN MARTIN,MARISCAL CACERES,PAJARILLO,1,2.0,2.0
220701,SAN MARTIN,PICOTA,PICOTA,2,5763.0,5164.0
220702,SAN MARTIN,PICOTA,BUENOS AIRES,2,23.0,23.0
220703,SAN MARTIN,PICOTA,CASPIZAPA,1,366.0,331.0
220705,SAN MARTIN,PICOTA,PUCACACA,1,311.0,297.0
220707,SAN MARTIN,PICOTA,SAN HILARION,1,1382.0,1235.0
220708,SAN MARTIN,PICOTA,SHAMBOYACU,1,75.0,69.0
220709,SAN MARTIN,PICOTA,TINGO DE PONASA,1,125.0,117.0
220710,SAN MARTIN,PICOTA,TRES UNIDOS,1,490.0,437.0
220801,SAN MARTIN,RIOJA,RIOJA,5,35403.0,21579.0
220802,SAN MARTIN,RIOJA,AWAJUN,1,2256.0,1919.0
220803,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,3,3381.0,3065.0
220804,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,4,9117.0,8319.0
220805,SAN MARTIN,RIOJA,PARDO MIGUEL,4,3611.0,2960.0
220807,SAN MARTIN,RIOJA,SAN FERNANDO,1,192.0,185.0
220808,SAN MARTIN,RIOJA,YORONGOS,2,102.0,102.0
220809,SAN MARTIN,RIOJA,YURACYACU,1,535.0,503.0
220901,SAN MARTIN,SAN MARTIN,TARAPOTO,16,177275.0,90377.0
220902,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,2,194.0,190.0
220903,SAN MARTIN,SAN MARTIN,CACATACHI,1,242.0,233.0
220904,SAN MARTIN,SAN MARTIN,CHAZUTA,1,130.0,124.0
220905,SAN MARTIN,SAN MARTIN,CHIPURANA,1,6.0,6.0
220907,SAN MARTIN,SAN MARTIN,HUIMBAYOC,2,358.0,335.0
220908,SAN MARTIN,SAN MARTIN,JUAN GUERRA,2,353.0,348.0
220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,7,24575.0,14326.0
220910,SAN MARTIN,SAN MARTIN,MORALES,1,9919.0,8931.0
220911,SAN MARTIN,SAN MARTIN,PAPAPLAYA,1,691.0,654.0
220912,SAN MARTIN,SAN MARTIN,SAN ANTONIO,1,94.0,85.0
220913,SAN MARTIN,SAN MARTIN,SAUCE,2,1448.0,1361.0
220914,SAN MARTIN,SAN MARTIN,SHAPAJA,1,109.0,107.0
221001,SAN MARTIN,TOCACHE,TOCACHE,1,32287.0,15212.0
221005,SAN MARTIN,TOCACHE,UCHIZA,1,1931.0,1787.0
230101,TACNA,TACNA,TACNA,6,38965.0,31835.0
230102,TACNA,TACNA,ALTO DE LA ALIANZA,1,16711.0,10388.0
230103,TACNA,TACNA,CALANA,1,183703.0,38494.0
230104,TACNA,TACNA,CIUDAD NUEVA,1,3478.0,3219.0
230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN L.,1,29539.0,14272.0
230302,TACNA,JORGE BASADRE,ILABAYA,1,12720.0,9977.0
240101,TUMBES,TUMBES,TUMBES,5,152325.0,58259.0
240103,TUMBES,TUMBES,LA CRUZ,1,61.0,61.0
240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,3,12.0,12.0
240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,3,5045.0,4551.0
240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,1,19.0,18.0
240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,1,4.0,4.0
240301,TUMBES,ZARUMILLA,ZARUMILLA,2,1343.0,1234.0
240302,TUMBES,ZARUMILLA,AGUAS VERDES,2,4112.0,3608.0
240304,TUMBES,ZARUMILLA,PAPAYAL,3,212.0,194.0
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,14,231003.0,103260.0
250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,4,270.0,255.0
250103,UCAYALI,CORONEL PORTILLO,IPARIA,4,106.0,104.0
250104,UCAYALI,CORONEL PORTILLO,MASISEA,3,74.0,73.0
250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,5,29438.0,24439.0
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,4,119.0,115.0
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,8,31695.0,23669.0
250201,UCAYALI,ATALAYA,RAIMONDI,5,1782.0,792.0
250202,UCAYALI,ATALAYA,SEPAHUA,1,16.0,15.0
250203,UCAYALI,ATALAYA,TAHUANIA,2,43.0,40.0
250301,UCAYALI,PADRE ABAD,PADRE ABAD,4,1263.0,1108.0
250302,UCAYALI,PADRE ABAD,IRAZOLA,3,391.0,362.0
250303,UCAYALI,PADRE ABAD,CURIMANA,2,212.0,209.0
250304,UCAYALI,PADRE ABAD,NESHUYA,4,1613.0,1435.0
250305,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,1,50.0,49.0
250306,UCAYALI,PADRE ABAD,HUIPOCA,1,297.0,268.0
